congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url
"Brown, James",Senator,Democratic Republican,LA,1766,1835,12,James Brown,B000921,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000921
"Brown, Robert",Representative,Republican,PA,1744,1823,12,Robert Brown,B000942,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000942
"Burwell, William Armisted",Representative,Republican,VA,1780,1821,12,William Armisted Burwell,B001160,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001160
"Butler, William",Representative,Republican,SC,1759,1821,12,William Butler,B001194,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001194
"Calhoun, John Caldwell",Representative,Democratic Republican,SC,1782,1850,12,John Caldwell Calhoun,C000044,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000044
"Campbell, Alexander",Senator,Democratic Republican,OH,1779,1857,12,Alexander Campbell,C000076,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000076
"Campbell, George Washington",Senator,Democratic Republican,TN,1769,1848,12,George Washington Campbell,C000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000083
"Carr, Francis",Representative,Republican,MA,1751,1821,12,Francis Carr,C000175,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000175
"Champion, Epaphroditus",Representative,Federalist,CT,1756,1834,12,Epaphroditus Champion,C000288,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000288
"Champlin, Christopher Grant",Senator,Federalist,RI,1768,1840,12,Christopher Grant Champlin,C000289,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000289
"Cheves, Langdon",Representative,Republican,SC,1776,1857,12,Langdon Cheves,C000350,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000350
"Chittenden, Martin",Representative,Federalist,VT,1763,1840,12,Martin Chittenden,C000372,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000372
"Clay, Henry",Representative,Democratic Republican,KY,,,12,Henry Clay,C000482,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000482
"Clay, Matthew",Representative,Republican,VA,1754,1815,12,Matthew Clay,C000487,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000487
"Clopton, John",Representative,Republican,VA,1756,1816,12,John Clopton,C000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000531
"Cobb, Howell",Representative,Republican,GA,1772,1818,12,Howell Cobb,C000547,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000547
"Cochran, James",Representative,Republican,NC,1767c,1813,12,James Cochran,C000564,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000564
"Condict, Lewis",Representative,Republican,NJ,1772,1862,12,Lewis Condict,C000668,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000668
"Condit, John",Senator,Democratic Republican,NJ,1755,1834,12,John Condit,C000671,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000671
"Cooke, Thomas Burrage",Representative,Republican,NY,1778,1853,12,Thomas Burrage Cooke,C000734,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000734
"Crawford, William",Representative,Republican,PA,1760,1823,12,William Crawford,C000894,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000894
"Crawford, William Harris",Senator,Democratic Republican,GA,1772,1834,12,William Harris Crawford,C000895,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000895
"Cutts, Charles",Senator,Democratic Republican,NH,1769,1846,12,Charles Cutts,C001031,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001031
"Cutts, Richard",Representative,Republican,MA,1771,1845,12,Richard Cutts,C001033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001033
"Dana, Samuel Whittlesey",Senator,Federalist,CT,1760,1830,12,Samuel Whittlesey Dana,D000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000024
"Davenport, John",Representative,Federalist,CT,1752,1830,12,John Davenport,D000075,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000075
"Davis, Roger",Representative,Republican,PA,1762,1815,12,Roger Davis,D000133,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000133
"Dawson, John",Representative,Republican,VA,1762,1814,12,John Dawson,D000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000151
"Desha, Joseph",Representative,Republican,KY,1768,1842,12,Joseph Desha,D000271,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000271
"Destréhan, Jean Noel",Senator,Unknown,LA,1754,1823,12,Jean Noel Destréhan,D000273,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000273
"Dinsmoor, Samuel",Representative,Republican,NH,1766,1835,12,Samuel Dinsmoor,D000357,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000357
"Earle, Elias",Representative,Republican,SC,1762,1823,12,Elias Earle,E000007,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000007
"Ely, William",Representative,Federalist,MA,1765,1817,12,William Ely,E000168,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000168
"Emott, James",Representative,Federalist,NY,1771,1850,12,James Emott,E000176,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000176
"Findley, William",Representative,Republican,PA,1741/1742,1821,12,William Findley,F000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000124
"Fisk, James",Representative,Democratic Republican,VT,1763,1844,12,James Fisk,F000154,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000154
"Fitch, Asa",Representative,Federalist,NY,1765,1843,12,Asa Fitch,F000156,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000156
"Franklin, Jesse",Senator,Democratic Republican,NC,1760,1823,12,Jesse Franklin,F000344,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000344
"Franklin, Meshack",Representative,Republican,NC,1772,1839,12,Meshack Franklin,F000346,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000346
"Gaillard, John",Senator,Democratic Republican,SC,1765,1826,12,John Gaillard,G000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000005
"Gannett, Barzillai",Representative,Republican,MA,1764,1832,12,Barzillai Gannett,G000039,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000039
"German, Obadiah",Senator,Democratic Republican,NY,1766,1842,12,Obadiah German,G000136,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000136
"Gholson, Thomas, Jr.",Representative,Republican,VA,,1816,12,Thomas Gholson,G000150,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000150
"Giles, William Branch",Senator,Democratic Republican,VA,1762,1830,12,William Branch Giles,G000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000183
"Gilman, Nicholas",Senator,Democratic Republican,NH,1755,1814,12,Nicholas Gilman,G000215,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000215
"Gold, Thomas Ruggles",Representative,Federalist,NY,1764,1827,12,Thomas Ruggles Gold,G000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000257
"Goldsborough, Charles",Representative,Federalist,MD,1765,1834,12,Charles Goldsborough,G000261,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000261
"Goodrich, Chauncey",Senator,Federalist,CT,1759,1815,12,Chauncey Goodrich,G000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000293
"Goodwyn, Peterson",Representative,Republican,VA,1745,1818,12,Peterson Goodwyn,G000306,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000306
"Gray, Edwin",Representative,Republican,VA,1743,,12,Edwin Gray,G000394,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000394
"Green, Isaiah Lewis",Representative,Republican,MA,1761,1841,12,Isaiah Lewis Green,G000413,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000413
"Gregg, Andrew",Senator,Democratic Republican,PA,1755,1835,12,Andrew Gregg,G000442,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000442
"Grosvenor, Thomas Peabody",Representative,Federalist,NY,1778,1817,12,Thomas Peabody Grosvenor,G000498,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000498
"Grundy, Felix",Representative,Republican,TN,1777,1840,12,Felix Grundy,G000509,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000509
"Hall, Bolling",Representative,Republican,GA,1767,1836,12,Bolling Hall,H000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000045
"Hall, Obed",Representative,Republican,NH,1757,1828,12,Obed Hall,H000064,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000064
"Harper, John Adams",Representative,Republican,NH,1779,1816,12,John Adams Harper,H000223,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000223
"Hawes, Aylett",Representative,Republican,VA,1768,1833,12,Aylett Hawes,H000361,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000361
"Horsey, Outerbridge",Senator,Federalist,DE,1777,1842,12,Outerbridge Horsey,H000795,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000795
"Howell, Jeremiah Brown",Senator,Democratic Republican,RI,1771,1822,12,Jeremiah Brown Howell,H000865,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000865
"Hufty, Jacob",Representative,Federalist,NJ,,1814,12,Jacob Hufty,H000914,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000914
"Hungerford, John Pratt",Representative,Republican,VA,1761,1833,12,John Pratt Hungerford,H000967,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000967
"Hunter, William",Senator,Federalist,RI,1774,1849,12,William Hunter,H000991,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000991
"Hyneman, John M.",Representative,Republican,PA,1771c,1816,12,John M. Hyneman,H001026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H001026
"Jackson, Richard, Jr.",Representative,Federalist,RI,1764,1838,12,Richard Jackson,J000025,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000025
"Johnson, Richard Mentor",Representative,Democratic Republican,KY,1780,1850,12,Richard Mentor Johnson,J000170,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000170
"Kent, Joseph",Representative,Republican,MD,1779,1837,12,Joseph Kent,K000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000125
"Key, Philip Barton",Representative,Federalist,MD,1757,1815,12,Philip Barton Key,K000159,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000159
"King, William Rufus De Vane",Representative,Democratic Republican,NC,1786,1853,12,William Rufus De Vane King,K000217,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000217
"Lacock, Abner",Representative,Democratic Republican,PA,1770,1837,12,Abner Lacock,L000011,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000011
"Lambert, John",Senator,Democratic Republican,NJ,1746,1823,12,John Lambert,L000036,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000036
"Law, Lyman",Representative,Federalist,CT,1770,1842,12,Lyman Law,L000126,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000126
"Lefever, Joseph",Representative,Republican,PA,1760,1826,12,Joseph Lefever,L000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000212
"Leib, Michael",Senator,Democratic Republican,PA,1760,1822,12,Michael Leib,L000229,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000229
"Lewis, Joseph, Jr.",Representative,Federalist,VA,1772,1834,12,Joseph Lewis,L000290,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000290
"Little, Peter",Representative,Republican,MD,1775,1830,12,Peter Little,L000354,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000354
"Livingston, Robert Le Roy",Representative,Federalist,NY,1778,1836,12,Robert Le Roy Livingston,L000370,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000370
"Lloyd, James",Senator,Federalist,MA,1769,1831,12,James Lloyd,L000378,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000378
"Lowndes, William",Representative,Republican,SC,1782,1822,12,William Lowndes,L000483,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000483
"Lyle, Aaron",Representative,Republican,PA,1759,1825,12,Aaron Lyle,L000524,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000524
"Macon, Nathaniel",Representative,Democratic Republican,NC,1757,1837,12,Nathaniel Macon,M000034,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000034
"Magruder, Allan Bowie",Senator,Democratic Republican,LA,1775,1822,12,Allan Bowie Magruder,M000056,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000056
"Maxwell, George Clifford",Representative,Republican,NJ,1771,1816,12,George Clifford Maxwell,M000267,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000267
"Mcbryde, Archibald",Representative,Federalist,NC,1766,1836,12,Archibald Mcbryde,M000302,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000302
"Mccoy, William",Representative,Republican,VA,,1864,12,William Mccoy,M000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000377
"Mckee, Samuel",Representative,Republican,KY,1774,1826,12,Samuel Mckee,M000496,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000496
"Mckim, Alexander",Representative,Republican,MD,1748,1832,12,Alexander Mckim,M000515,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000515
"Metcalf, Arunah",Representative,Republican,NY,1771,1848,12,Arunah Metcalf,M000668,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000668
"Milnor, James",Representative,Federalist,PA,1773,1844,12,James Milnor,M000785,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000785
"Mitchill, Samuel Latham",Representative,Democratic Republican,NY,1764,1831,12,Samuel Latham Mitchill,M000831,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000831
"Montgomery, John",Representative,Republican,MD,1764,1828,12,John Montgomery,M000867,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000867
"Moore, Thomas",Representative,Republican,SC,1759,1822,12,Thomas Moore,M000919,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000919
"Morgan, James",Representative,Republican,NJ,1756,1822,12,James Morgan,M000951,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000951
"Morrow, Jeremiah",Representative,Democratic Republican,OH,1771,1852,12,Jeremiah Morrow,M001003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001003
"Moseley, Jonathan Ogden",Representative,Federalist,CT,1762,1838,12,Jonathan Ogden Moseley,M001023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001023
"Nelson, Hugh",Representative,Republican,VA,1768,1836,12,Hugh Nelson,N000035,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000035
"New, Anthony",Representative,Republican,KY,1747,1833,12,Anthony New,N000058,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000058
"Newbold, Thomas",Representative,Republican,NJ,1760,1823,12,Thomas Newbold,N000064,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000064
"Newton, Thomas, Jr.",Representative,Republican,VA,1768,1847,12,Thomas Newton,N000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000078
"Ormsby, Stephen",Representative,Republican,KY,1759,1844,12,Stephen Ormsby,O000100,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000100
"Paulding, William, Jr.",Representative,Republican,NY,1770,1854,12,William Paulding,P000146,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000146
"Pearson, Joseph",Representative,Federalist,NC,1776,1834,12,Joseph Pearson,P000168,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000168
"Pickens, Israel",Representative,Republican,NC,1780,1827,12,Israel Pickens,P000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000322
"Piper, William",Representative,Republican,PA,1774,1852,12,William Piper,P000363,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000363
"Pitkin, Timothy",Representative,Federalist,CT,1766,1847,12,Timothy Pitkin,P000368,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000368
"Pleasants, James",Representative,Democratic Republican,VA,1769,1836,12,James Pleasants,P000386,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000386
"Pond, Benjamin",Representative,Republican,NY,1768,1814,12,Benjamin Pond,P000425,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000425
"Pope, John",Senator,Democratic Republican,KY,1770,1845,12,John Pope,P000431,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000431
"Porter, Peter Buell",Representative,Republican,NY,1773,1844,12,Peter Buell Porter,P000446,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000446
"Posey, Thomas",Senator,Democratic Republican,LA,1750,1818,12,Thomas Posey,P000450,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000450
"Potter, Elisha Reynolds",Representative,Federalist,RI,1764,1835,12,Elisha Reynolds Potter,P000463,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000463
"Quincy, Josiah",Representative,Federalist,MA,1772,1864,12,Josiah Quincy,Q000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Q000015
"Randolph, John",Representative,,VA,1773,1833,12,John Randolph,R000047,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000047
"Reed, Philip",Senator,Democratic Republican,MD,1760,1829,12,Philip Reed,R000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000125
"Reed, William",Representative,Federalist,MA,1776,1837,12,William Reed,R000130,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000130
"Rhea, John",Representative,Republican,TN,1753,1832,12,John Rhea,R000181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000181
"Richardson, William Merchant",Representative,Republican,MA,1774,1838,12,William Merchant Richardson,R000231,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000231
"Ridgely, Henry Moore",Representative,Federalist,DE,1779,1847,12,Henry Moore Ridgely,R000245,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000245
"Ringgold, Samuel",Representative,Republican,MD,1770,1829,12,Samuel Ringgold,R000263,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000263
"Roane, John",Representative,Republican,VA,1766,1838,12,John Roane,R000291,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000291
"Roberts, Jonathan",Representative,Democratic Republican,PA,1771,1854,12,Jonathan Roberts,R000313,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000313
"Robertson, Thomas Bolling",Representative,Republican,LA,1779,1828,12,Thomas Bolling Robertson,R000326,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000326
"Robinson, Jonathan",Senator,Democratic Republican,VT,1756,1819,12,Jonathan Robinson,R000346,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000346
"Rodman, William",Representative,Republican,PA,1757,1824,12,William Rodman,R000375,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000375
"Sage, Ebenezer",Representative,Republican,NY,1755,1834,12,Ebenezer Sage,S000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000012
"Sammons, Thomas",Representative,Republican,NY,1762,1838,12,Thomas Sammons,S000023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000023
"Sawyer, Lemuel",Representative,Republican,NC,1777,1852,12,Lemuel Sawyer,S000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000089
"Seaver, Ebenezer",Representative,Republican,MA,1763,1844,12,Ebenezer Seaver,S000215,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000215
"Sevier, John",Representative,Republican,TN,1745,1815,12,John Sevier,S000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000257
"Seybert, Adam",Representative,Republican,PA,1773,1825,12,Adam Seybert,S000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000264
"Shaw, Samuel",Representative,Republican,VT,1768,1827,12,Samuel Shaw,S000310,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000310
"Sheffey, Daniel",Representative,Federalist,VA,1770,1830,12,Daniel Sheffey,S000317,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000317
"Smilie, John",Representative,Republican,PA,1741,1812,12,John Smilie,S000508,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000508
"Smith, George",Representative,Republican,PA,,,12,George Smith,S000537,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000537
"Smith, John",Representative,Republican,VA,1750,1836,12,John Smith,S000564,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000564
"Smith, John",Senator,Democratic Republican,NY,1752,1816,12,John Smith,S000566,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000566
"Smith, Samuel",Senator,Democratic Republican,MD,1752,1839,12,Samuel Smith,S000609,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000609
"Stanford, Richard",Representative,Republican,NC,1767,1816,12,Richard Stanford,S000794,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000794
"Stow, Silas",Representative,Republican,NY,1773,1827,12,Silas Stow,S000984,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000984
"Strong, William",Representative,Republican,VT,1763,1840,12,William Strong,S001022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001022
"Stuart, Philip",Representative,Federalist,MD,1760,1830,12,Philip Stuart,S001036,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001036
"Sturges, Lewis Burr",Representative,Federalist,CT,1763,1844,12,Lewis Burr Sturges,S001048,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001048
"Sullivan, George",Representative,Federalist,NH,1771,1838,12,George Sullivan,S001052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001052
"Taggart, Samuel",Representative,Federalist,MA,1754,1825,12,Samuel Taggart,T000012,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000012
"Tait, Charles",Senator,Democratic Republican,GA,1768,1835,12,Charles Tait,T000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000015
"Taliaferro, John",Representative,Republican,VA,1768,1852,12,John Taliaferro,T000027,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000027
"Tallmadge, Benjamin",Representative,Federalist,CT,1754,1835,12,Benjamin Tallmadge,T000029,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000029
"Tallman, Peleg",Representative,Republican,MA,1764,1840,12,Peleg Tallman,T000033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000033
"Taylor, John",Senator,Democratic Republican,SC,1770,1832,12,John Taylor,T000085,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000085
"Tracy, Uri",Representative,Republican,NY,1764,1838,12,Uri Tracy,T000347,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000347
"Troup, George Michael",Representative,Democratic Republican,GA,1780,1856,12,George Michael Troup,T000382,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000382
"Turner, Charles, Jr.",Representative,Republican,MA,1760,1839,12,Charles Turner,T000416,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000416
"Turner, James",Senator,Democratic Republican,NC,1766,1824,12,James Turner,T000423,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000423
"Van Cortlandt, Pierre, Jr.",Representative,Republican,NY,1762,1848,12,Pierre Van Cortlandt,V000023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000023
"Varnum, Joseph Bradley",Representative,Democratic Republican,MA,1750/1751,1821,12,Joseph Bradley Varnum,V000074,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000074
"Varnum, Joseph Bradley",Senator,Democratic Republican,MA,,,12,Joseph Bradley Varnum,V000074,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000074
"Wheaton, Laban",Representative,Federalist,MA,1754,1846,12,Laban Wheaton,W000329,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000329
"White, Leonard",Representative,Federalist,MA,1767,1849,12,Leonard White,W000385,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000385
"Whitehill, Robert",Representative,Republican,PA,1738,1813,12,Robert Whitehill,W000404,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000404
"Whiteside, Jenkin",Senator,Democratic Republican,TN,1772,1822,12,Jenkin Whiteside,W000411,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000411
"Widgery, William",Representative,Republican,MA,1753c,1822,12,William Widgery,W000444,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000444
"Williams, David Rogerson",Representative,Republican,SC,1776,1830,12,David Rogerson Williams,W000495,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000495
"Wilson, Thomas",Representative,Federalist,VA,1765,1826,12,Thomas Wilson,W000615,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000615
"Winn, Richard",Representative,Republican,SC,1750,1818,12,Richard Winn,W000637,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000637
"Worthington, Thomas",Senator,Democratic Republican,OH,1773,1827,12,Thomas Worthington,W000750,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000750
"Wright, Robert",Representative,Democratic Republican,MD,1752,1826,12,Robert Wright,W000768,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000768
"Alexander, John",Representative,Republican,OH,1777,1848,13,John Alexander,A000096,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000096
"Alston, Willis",Representative,Republican,NC,1769,1837,13,Willis Alston,A000167,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000167
"Anderson, Joseph Inslee",Senator,Democratic Republican,TN,1757,1837,13,Joseph Inslee Anderson,A000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000197
"Anderson, William",Representative,Republican,PA,1762,1829,13,William Anderson,A000235,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000235
"Archer, Stevenson",Representative,Republican,MD,1786,1848,13,Stevenson Archer,A000273,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000273
"Avery, Daniel",Representative,Republican,NY,1766,1842,13,Daniel Avery,A000345,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000345
"Barbour, James",Senator,Anti-Democrat,VA,1775,1842,13,James Barbour,B000127,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000127
"Barbour, Philip Pendleton",Representative,Republican,VA,1783,1841,13,Philip Pendleton Barbour,B000131,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000131
"Bard, David",Representative,Republican,PA,1744,1815,13,David Bard,B000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000137
"Barnett, William",Representative,Republican,GA,1761,1832,13,William Barnett,B000161,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000161
"Barry, William Taylor",Senator,Democratic Republican,KY,1784,1835,13,William Taylor Barry,B000192,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000192
"Baylies, William",Representative,Federalist,MA,1776,1865,13,William Baylies,B000256,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000256
"Bayly, Thomas Monteagle",Representative,Federalist,VA,1775,1834,13,Thomas Monteagle Bayly,B000260,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000260
"Beall, Reasin",Representative,Republican,OH,1769,1843,13,Reasin Beall,B000273,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000273
"Benson, Egbert",Representative,Federalist,NY,1746,1833,13,Egbert Benson,B000388,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000388
"Bibb, George Mortimer",Senator,Democratic Republican,KY,1776,1859,13,George Mortimer Bibb,B000433,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000433
"Bibb, William Wyatt",Representative,Democratic Republican,GA,1781,1820,13,William Wyatt Bibb,B000434,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000434
"Bibb, William Wyatt",Senator,Democratic Republican,GA,,,13,William Wyatt Bibb,B000434,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000434
