congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url
"Smith, Ballard",Representative,Republican,VA,,,16,Ballard Smith,S000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000516
"Smith, Bernard",Representative,Republican,NJ,1776,1835,16,Bernard Smith,S000518,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000518
"Smith, James Strudwick",Representative,Republican,NC,1790,1859,16,James Strudwick Smith,S000559,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000559
"Smith, Samuel",Representative,Democratic Republican,MD,1752,1839,16,Samuel Smith,S000609,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000609
"Smith, William",Senator,Democratic Republican,SC,1762,1840,16,William Smith,S000628,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000628
"Smyth, Alexander",Representative,Republican,VA,1765,1830,16,Alexander Smyth,S000646,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000646
"Southard, Henry",Representative,Republican,NJ,1747,1842,16,Henry Southard,S000685,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000685
"Southard, Samuel Lewis",Senator,Democratic Republican,NJ,1787,1842,16,Samuel Lewis Southard,S000689,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000689
"Stevens, James",Representative,Republican,CT,1768,1835,16,James Stevens,S000882,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000882
"Stokes, Montfort",Senator,Democratic Republican,NC,1762,1842,16,Montfort Stokes,S000949,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000949
"Storrs, Henry Randolph",Representative,Federalist,NY,1787,1837,16,Henry Randolph Storrs,S000976,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000976
"Street, Randall S.",Representative,Federalist,NY,1780,1841,16,Randall S. Street,S001002,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001002
"Strong, James",Representative,Federalist,NY,1783,1847,16,James Strong,S001010,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001010
"Strong, William",Representative,Republican,VT,1763,1840,16,William Strong,S001022,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001022
"Strother, George French",Representative,Republican,VA,1783,1840,16,George French Strother,S001023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001023
"Talbot, Isham",Senator,Democratic Republican,KY,1773,1837,16,Isham Talbot,T000017,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000017
"Tarr, Christian",Representative,Republican,PA,1765,1833,16,Christian Tarr,T000042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000042
"Taylor, John W.",Representative,Republican,NY,,,16,John W. Taylor,T000091,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000091
"Taylor, Waller",Senator,Democratic Republican,IN,1786,1826,16,Waller Taylor,T000102,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000102
"Terrell, William",Representative,Republican,GA,1778,1855,16,William Terrell,T000132,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000132
"Thomas, Jesse Burgess",Senator,Democratic Republican,IL,1777,1853,16,Jesse Burgess Thomas,T000171,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000171
"Tichenor, Isaac",Senator,Federalist,VT,1754,1838,16,Isaac Tichenor,T000264,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000264
"Tomlinson, Gideon",Representative,,CT,1780,1854,16,Gideon Tomlinson,T000300,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000300
"Tompkins, Caleb",Representative,Republican,NY,1759,1846,16,Caleb Tompkins,T000303,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000303
"Tracy, Albert Haller",Representative,Whig,NY,1793,1859,16,Albert Haller Tracy,T000343,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000343
"Trimble, David",Representative,Republican,KY,1782,1842,16,David Trimble,T000372,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000372
"Trimble, William Allen",Senator,Democratic Republican,OH,1786,1821,16,William Allen Trimble,T000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000377
"Tucker, George",Representative,,VA,1775,1861,16,George Tucker,T000397,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000397
"Tucker, Starling",Representative,Jacksonian,SC,1770,1834,16,Starling Tucker,T000402,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000402
"Tyler, John",Representative,Democratic Republican,VA,1790,1862,16,John Tyler,T000450,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000450
"Udree, Daniel",Representative,Republican,PA,1751,1828,16,Daniel Udree,U000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000003
"Upham, Nathaniel",Representative,Republican,NH,1774,1829,16,Nathaniel Upham,U000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=U000024
"Van Dyke, Nicholas",Senator,Federalist,DE,1770,1826,16,Nicholas Van Dyke,V000037,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000037
"Van Rensselaer, Solomon Van Vechten",Representative,Federalist,NY,1774,1852,16,Solomon Van Vechten Van Rensselaer,V000055,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000055
"Van Swearingen, Thomas",Representative,,VA,1784,1822,16,Thomas Van Swearingen,V000059,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000059
"Walker, David",Representative,Republican,KY,,1820,16,David Walker,W000048,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000048
"Walker, Felix",Representative,Republican,NC,1753,1828,16,Felix Walker,W000050,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000050
"Walker, Freeman",Senator,Democratic Republican,GA,1780,1827,16,Freeman Walker,W000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000052
"Walker, John Williams",Senator,Democratic Republican,AL,1783,1823,16,John Williams Walker,W000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000061
"Wallace, James M.",Representative,Republican,PA,1750,1823,16,James M. Wallace,W000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000078
"Warfield, Henry Ridgely",Representative,,MD,1774,1839,16,Henry Ridgely Warfield,W000150,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000150
"Wendover, Peter Hercules",Representative,Republican,NY,1768,1834,16,Peter Hercules Wendover,W000293,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000293
"Whitman, Ezekiel",Representative,Federalist,MA,1776,1866,16,Ezekiel Whitman,W000421,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000421
"Williams, Jared",Representative,,VA,1766,1831,16,Jared Williams,W000510,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000510
"Williams, John",Senator,Democratic Republican,TN,1778,1837,16,John Williams,W000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000516
"Williams, Lewis",Representative,Republican,NC,1782,1842,16,Lewis Williams,W000527,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000527
"Williams, Thomas Hill",Senator,Democratic Republican,MS,1780,1840,16,Thomas Hill Williams,W000540,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000540
"Wilson, James Jefferson",Senator,Democratic Republican,NJ,1775,1824,16,James Jefferson Wilson,W000595,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000595
"Wood, Silas",Representative,,NY,1769,1847,16,Silas Wood,W000703,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000703
"Abbot, Joel",Representative,Republican,GA,1776,1826,17,Joel Abbot,A000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000003
"Alexander, Mark",Representative,Republican,VA,1792,1883,17,Mark Alexander,A000099,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000099
"Allen, Robert",Representative,Republican,TN,1778,1844,17,Robert Allen,A000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000142
"Allen, Samuel Clesson",Representative,Federalist,MA,1772,1842,17,Samuel Clesson Allen,A000146,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000146
"Archer, William Segar",Representative,Whig,VA,1789,1855,17,William Segar Archer,A000275,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000275
"Baldwin, Henry",Representative,Republican,PA,1780,1844,17,Henry Baldwin,B000087,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000087
"Ball, William Lee",Representative,Republican,VA,1781,1824,17,William Lee Ball,B000103,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000103
"Barber, Levi",Representative,Republican,OH,1777,1833,17,Levi Barber,B000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000124
"Barber, Noyes",Representative,Republican,CT,1781,1844,17,Noyes Barber,B000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000125
"Barbour, James",Senator,Anti-Democrat,VA,1775,1842,17,James Barbour,B000127,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000127
"Barbour, Philip Pendleton",Representative,Republican,VA,,,17,Philip Pendleton Barbour,B000131,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000131
"Barstow, Gideon",Representative,Republican,MA,1783,1852,17,Gideon Barstow,B000195,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000195
"Barton, David",Senator,Democratic Republican,MO,1783,1837,17,David Barton,B000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000212
"Bassett, Burwell",Representative,Republican,VA,1764,1841,17,Burwell Bassett,B000224,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000224
"Bateman, Ephraim",Representative,Republican,NJ,1780,1829,17,Ephraim Bateman,B000228,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000228
"Baylies, Francis",Representative,Federalist,MA,1783,1852,17,Francis Baylies,B000255,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000255
"Bayly, Thomas",Representative,Federalist,MD,1775,1829,17,Thomas Bayly,B000258,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000258
"Benton, Thomas Hart",Senator,Democratic Republican,MO,1782,1858,17,Thomas Hart Benton,B000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000398
"Bigelow, Lewis",Representative,Federalist,MA,1785,1838,17,Lewis Bigelow,B000455,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000455
"Blackledge, William Salter",Representative,Republican,NC,1793,1856,17,William Salter Blackledge,B000512,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000512
"Blair, James",Representative,Republican,SC,1790c,1834,17,James Blair,B000526,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000526
"Boardman, Elijah",Senator,Democratic Republican,CT,1760,1823,17,Elijah Boardman,B000577,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000577
"Borland, Charles, Jr.",Representative,Republican,NY,1786,1852,17,Charles Borland,B000641,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000641
"Breckinridge, James Douglas",Representative,Republican,KY,,1849,17,James Douglas Breckinridge,B000786,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000786
"Brown, Ethan Allen",Senator,Democratic Republican,OH,1776,1852,17,Ethan Allen Brown,B000914,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000914
"Brown, James",Senator,Democratic Republican,LA,1766,1835,17,James Brown,B000921,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000921
"Brown, John",Representative,Republican,PA,1772,1845,17,John Brown,B000926,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000926
"Bryan, Henry Hunter",Representative,Republican,TN,1786,1835,17,Henry Hunter Bryan,B000986,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000986
"Buchanan, James",Representative,Democratic Republican,PA,1791,1868,17,James Buchanan,B001005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001005
"Bullock, Wingfield",Representative,Republican,KY,,1821,17,Wingfield Bullock,B001054,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001054
"Burrows, Daniel",Representative,Republican,CT,1766,1858,17,Daniel Burrows,B001140,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001140
"Burton, Hutchins Gordon",Representative,Republican,NC,1782,1836,17,Hutchins Gordon Burton,B001152,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001152
"Butler, Josiah",Representative,Republican,NH,1779,1854,17,Josiah Butler,B001181,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001181
"Cambreleng, Churchill Caldom",Representative,Republican,NY,1786,1862,17,Churchill Caldom Cambreleng,C000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000061
"Campbell, John Wilson",Representative,Republican,OH,1782,1833,17,John Wilson Campbell,C000095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000095
"Campbell, Samuel",Representative,Republican,NY,1773,1853,17,Samuel Campbell,C000099,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000099
"Cannon, Newton",Representative,Republican,TN,1781,1841,17,Newton Cannon,C000123,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000123
"Carter, John",Representative,Republican,SC,1792,1850,17,John Carter,C000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000197
"Cassedy, George",Representative,Republican,NJ,1783,1842,17,George Cassedy,C000234,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000234
"Chambers, David",Representative,Republican,OH,1780,1864,17,David Chambers,C000281,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000281
"Chandler, John",Senator,Democratic Republican,ME,1762,1841,17,John Chandler,C000291,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000291
"Cocke, John",Representative,Republican,TN,1772,1854,17,John Cocke,C000571,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000571
"Colden, Cadwallader David",Representative,Federalist,NY,1769,1834,17,Cadwallader David Colden,C000604,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000604
"Condict, Lewis",Representative,Republican,NJ,1772,1862,17,Lewis Condict,C000668,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000668
"Conkling, Alfred",Representative,Republican,NY,1789,1874,17,Alfred Conkling,C000679,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000679
"Connor, Henry William",Representative,Republican,NC,1793,1866,17,Henry William Connor,C000700,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000700
"Cook, Daniel Pope",Representative,Republican,IL,1794,1827,17,Daniel Pope Cook,C000716,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000716
"Cosden, Jeremiah",Representative,Republican,MD,1768,1824,17,Jeremiah Cosden,C000792,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000792
"Crafts, Samuel Chandler",Representative,,VT,1768,1853,17,Samuel Chandler Crafts,C000851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000851
"Crudup, Josiah",Representative,Republican,NC,1791,1872,17,Josiah Crudup,C000953,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000953
"Cushman, Joshua",Representative,Republican,ME,1761,1834,17,Joshua Cushman,C001020,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001020
"Cuthbert, Alfred",Representative,Republican,GA,1785,1856,17,Alfred Cuthbert,C001023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001023
"Dane, Joseph",Representative,Federalist,ME,1778,1858,17,Joseph Dane,D000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000026
"Darlington, William",Representative,Republican,PA,1782,1863,17,William Darlington,D000059,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000059
"De Wolf, James",Senator,Democratic Republican,RI,1764,1837,17,James De Wolf,D000295,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000295
"Denison, George",Representative,Republican,PA,1790,1831,17,George Denison,D000238,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000238
"Dickerson, Mahlon",Senator,Democratic Republican,NJ,1770,1853,17,Mahlon Dickerson,D000308,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308
"Dickinson, John Dean",Representative,Federalist,NY,1767,1841,17,John Dean Dickinson,D000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000322
"Duncan, James",Representative,Republican,PA,1756,1844,17,James Duncan,D000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000531
"Durfee, Job",Representative,Republican,RI,1790,1847,17,Job Durfee,D000568,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000568
"Dwight, Henry Williams",Representative,Federalist,MA,1788,1845,17,Henry Williams Dwight,D000579,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000579
"Eaton, John Henry",Senator,Democratic Republican,TN,1790,1856,17,John Henry Eaton,E000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024
"Eddy, Samuel",Representative,Republican,RI,1769,1839,17,Samuel Eddy,E000040,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000040
"Edwards, Henry Waggaman",Representative,,CT,1779,1847,17,Henry Waggaman Edwards,E000070,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000070
"Edwards, Ninian",Senator,Democratic Republican,IL,1775,1833,17,Ninian Edwards,E000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078
"Edwards, Samuel",Representative,Federalist,PA,1785,1850,17,Samuel Edwards,E000080,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000080
