congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,candidate_id
"Yates, John Barentse",Representative,Republican,NY,1784,1836,14,John Barentse Yates,Y000009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Y000009,NA
"Abbot, Joel",Representative,Republican,GA,1776,1826,15,Joel Abbot,A000003,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000003,NA
"Allen, Heman (Of Colchester)",Representative,Republican,VT,1779,1852,15,Heman (Of Colchester) Allen,A000122,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000122,NA
"Allen, Samuel Clesson",Representative,Federalist,MA,1772,1842,15,Samuel Clesson Allen,A000146,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000146,NA
"Anderson, Richard Clough, Jr.",Representative,Republican,KY,1788,1826,15,Richard Clough Anderson,A000230,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000230,NA
"Bellinger, Joseph",Representative,Republican,SC,1773,1830,15,Joseph Bellinger,B000350,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000350,NA
"Burrill, James, Jr.",Senator,Federalist,RI,1772,1820,15,James Burrill,B001137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001137,NA
"Campbell, John Wilson",Representative,Republican,OH,1782,1833,15,John Wilson Campbell,C000095,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000095,NA
"Cobb, Thomas Willis",Representative,Republican,GA,1784,1830,15,Thomas Willis Cobb,C000553,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000553,NA
"Crafts, Samuel Chandler",Representative,NA,VT,1768,1853,15,Samuel Chandler Crafts,C000851,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000851,NA
"Crittenden, John Jordan",Senator,Democratic Republican,KY,1786,1863,15,John Jordan Crittenden,C000912,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000912,NA
"Cushman, John Paine",Representative,Federalist,NY,1784,1848,15,John Paine Cushman,C001019,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001019,NA
"Davidson, William",Representative,Federalist,NC,1778,1857,15,William Davidson,D000087,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000087,NA
"Dickerson, Mahlon",Senator,Democratic Republican,NJ,1770,1853,15,Mahlon Dickerson,D000308,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000308,NA
"Drake, John Reuben",Representative,Republican,NY,1782,1857,15,John Reuben Drake,D000485,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000485,NA
"Eaton, John Henry",Senator,Democratic Republican,TN,1790,1856,15,John Henry Eaton,E000024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000024,NA
"Edwards, Ninian",Senator,Democratic Republican,IL,1775,1833,15,Ninian Edwards,E000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000078,NA
"Ervin, James",Representative,Republican,SC,1778,1841,15,James Ervin,E000209,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000209,NA
"Garnett, Robert Selden",Representative,Republican,VA,1789,1840,15,Robert Selden Garnett,G000077,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000077,NA
"Hubbard, Thomas Hill",Representative,Republican,NY,1781,1857,15,Thomas Hill Hubbard,H000890,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000890,NA
"Lewis, William J.",Representative,Republican,VA,1766,1828,15,William J. Lewis,L000297,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000297,NA
"Marr, George Washington Lent",Representative,Republican,TN,1779,1856,15,George Washington Lent Marr,M000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000142,NA
"Mclane, Louis",Representative,NA,DE,1786,1857,15,Louis Mclane,M000535,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000535,NA
"Mclean, John",Representative,Crawford Republican,IL,1791,1830,15,John Mclean,M000550,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000550,NA
"Mcmillan, Alexander",Representative,Federalist,NC,NA,1817,15,Alexander Mcmillan,M000564,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000564,NA
"Mellen, Prentiss",Senator,Federalist,MA,1764,1840,15,Prentiss Mellen,M000636,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000636,NA
"Mercer, Charles Fenton",Representative,Federalist,VA,1778,1858,15,Charles Fenton Mercer,M000642,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000642,NA
"Merrill, Orsamus Cook",Representative,Republican,VT,1775,1865,15,Orsamus Cook Merrill,M000657,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000657,NA
"Morril, David Lawrence",Senator,Democratic Republican,NH,1772,1849,15,David Lawrence Morril,M000966,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000966,NA
"Nesbitt, Wilson",Representative,Republican,SC,NA,1861,15,Wilson Nesbitt,N000049,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000049,NA
"Owen, James",Representative,Republican,NC,1784,1865,15,James Owen,O000151,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000151,NA
"Palmer, William Adams",Senator,Democratic Republican,VT,1781,1860,15,William Adams Palmer,P000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000045,NA
"Parrott, John Fabyan",Representative,NA,NH,1767,1836,15,John Fabyan Parrott,P000084,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000084,NA
"Quarles, Tunstall",Representative,Republican,KY,1770c,1855,15,Tunstall Quarles,Q000005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=Q000005,NA
"Rogers, Thomas Jones",Representative,Republican,PA,1781,1832,15,Thomas Jones Rogers,R000403,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000403,NA
"Sampson, Zabdiel",Representative,Republican,MA,1781,1828,15,Zabdiel Sampson,S000026,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000026,NA
"Schuyler, Philip Jeremiah",Representative,Federalist,NY,1768,1835,15,Philip Jeremiah Schuyler,S000153,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000153,NA
"Scudder, Tredwell",Representative,Republican,NY,1778,1834,15,Tredwell Scudder,S000203,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000203,NA
"Sherwood, Samuel Burr",Representative,Federalist,CT,1767,1833,15,Samuel Burr Sherwood,S000357,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000357,NA
"Simkins, Eldred",Representative,Republican,SC,1779,1831,15,Eldred Simkins,S000414,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000414,NA
"Smith, James Strudwick",Representative,Republican,NC,1790,1859,15,James Strudwick Smith,S000559,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000559,NA
"Spencer, John Canfield",Representative,Republican,NY,1788,1855,15,John Canfield Spencer,S000727,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000727,NA
"Storrs, Henry Randolph",Representative,Federalist,NY,1787,1837,15,Henry Randolph Storrs,S000976,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000976,NA
"Strother, George French",Representative,Republican,VA,1783,1840,15,George French Strother,S001023,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001023,NA
"Thomas, Jesse Burgess",Senator,Democratic Republican,IL,1777,1853,15,Jesse Burgess Thomas,T000171,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000171,NA
"Tucker, Starling",Representative,Jacksonian,SC,1770,1834,15,Starling Tucker,T000402,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000402,NA
"Westerlo, Rensselaer",Representative,Federalist,NY,1776,1851,15,Rensselaer Westerlo,W000309,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000309,NA
"Williams, Thomas Hill",Senator,Democratic Republican,MS,1780,1840,15,Thomas Hill Williams,W000540,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000540,NA
"Williams, Thomas Scott",Representative,Federalist,CT,1777,1861,15,Thomas Scott Williams,W000541,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000541,NA
"Archer, William Segar",Representative,Whig,VA,1789,1855,16,William Segar Archer,A000275,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000275,NA
"Blackledge, William Salter",Representative,Republican,NC,1793,1856,16,William Salter Blackledge,B000512,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000512,NA
"Brevard, Joseph",Representative,Republican,SC,1766,1821,16,Joseph Brevard,B000808,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000808,NA
"Bryan, Henry Hunter",Representative,Republican,TN,1786,1835,16,Henry Hunter Bryan,B000986,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000986,NA
"Buffum, Joseph, Jr.",Representative,Republican,NH,1784,1874,16,Joseph Buffum,B001042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001042,NA
"Burton, Hutchins Gordon",Representative,Republican,NC,1782,1836,16,Hutchins Gordon Burton,B001152,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001152,NA
"Cook, Daniel Pope",Representative,Democratic Republican,IL,1794,1827,16,Daniel Pope Cook,C000716,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000716,NA
"Cuthbert, John Alfred",Representative,Republican,GA,1788,1881,16,John Alfred Cuthbert,C001024,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C001024,NA
"De Witt, Jacob Hasbrouck",Representative,Republican,NY,1784,1857,16,Jacob Hasbrouck De Witt,D000287,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000287,NA
"Dickinson, John Dean",Representative,Federalist,NY,1767,1841,16,John Dean Dickinson,D000322,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000322,NA
"Edwards, Henry Waggaman",Representative,NA,CT,1779,1847,16,Henry Waggaman Edwards,E000070,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000070,NA
"Elliott, John",Senator,Democratic Republican,GA,1773,1827,16,John Elliott,E000124,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000124,NA
"Foot, Samuel Augustus",Representative,Adams,CT,1780,1846,16,Samuel Augustus Foot,F000247,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000247,NA
"Ford, William Donnison",Representative,Republican,NY,1779,1833,16,William Donnison Ford,F000269,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000269,NA
"Gray, John Cowper",Representative,Republican,VA,1783,1823,16,John Cowper Gray,G000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000398,NA
"Gross, Ezra Carter",Representative,Republican,NY,1787,1829,16,Ezra Carter Gross,G000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000494,NA
"Guyon, James, Jr.",Representative,Republican,NY,1778,1846,16,James Guyon,G000539,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000539,NA
"Hibshman, Jacob",Representative,Republican,PA,1772,1852,16,Jacob Hibshman,H000558,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000558,NA
"Hill, Mark Langdon",Representative,Republican,MA,1772,1842,16,Mark Langdon Hill,H000602,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000602,NA
"Jackson, Edward Brake",Representative,Republican,VA,1793,1826,16,Edward Brake Jackson,J000010,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000010,NA
"Knight, Nehemiah Rice",Senator,Democratic Republican,RI,1780,1854,16,Nehemiah Rice Knight,K000287,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000287,NA
"Logan, William",Senator,Democratic Republican,KY,1776,1822,16,William Logan,L000405,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000405,NA
"Lyman, Joseph Stebbins",Representative,Republican,NY,1785,1821,16,Joseph Stebbins Lyman,L000527,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000527,NA
"Mallary, Rollin Carolas",Representative,Republican,VT,1784,1831,16,Rollin Carolas Mallary,M000079,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000079,NA
"Mccreary, John",Representative,Republican,SC,1761c,1833,16,John Mccreary,M000383,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000383,NA
"Mccullough, Thomas Grubb",Representative,Federalist,PA,1785,1848,16,Thomas Grubb Mccullough,M000396,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000396,NA
"Metcalfe, Thomas",Representative,Whig,KY,1780,1855,16,Thomas Metcalfe,M000676,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000676,NA
"Moore, Thomas Love",Representative,Republican,VA,NA,1862,16,Thomas Love Moore,M000920,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000920,NA
"Overstreet, James",Representative,Republican,SC,1773,1822,16,James Overstreet,O000142,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000142,NA
"Parker, Severn Eyre",Representative,Republican,VA,1787,1836,16,Severn Eyre Parker,P000072,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000072,NA
"Peek, Harmanus",Representative,Republican,NY,1782,1838,16,Harmanus Peek,P000183,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000183,NA
"Plumer, William, Jr.",Representative,Republican,NH,1789,1854,16,William Plumer,P000394,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000394,NA
"Ross, Thomas Randolph",Representative,Republican,OH,1788,1869,16,Thomas Randolph Ross,R000456,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000456,NA
"Southard, Samuel Lewis",Senator,Democratic Republican,NJ,1787,1842,16,Samuel Lewis Southard,S000689,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000689,NA
"Street, Randall S.",Representative,Federalist,NY,1780,1841,16,Randall S. Street,S001002,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001002,NA
"Tracy, Albert Haller",Representative,Whig,NY,1793,1859,16,Albert Haller Tracy,T000343,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000343,NA
"Trimble, William Allen",Senator,Democratic Republican,OH,1786,1821,16,William Allen Trimble,T000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000377,NA
"Van Rensselaer, Solomon Van Vechten",Representative,Federalist,NY,1774,1852,16,Solomon Van Vechten Van Rensselaer,V000055,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000055,NA
"Walker, Freeman",Senator,Democratic Republican,GA,1780,1827,16,Freeman Walker,W000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000052,NA
"Walker, John Williams",Senator,Democratic Republican,AL,1783,1823,16,John Williams Walker,W000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000061,NA
"Barton, David",Senator,Democratic Republican,MO,1783,1837,17,David Barton,B000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000212,NA
"Baylies, Francis",Representative,Federalist,MA,1783,1852,17,Francis Baylies,B000255,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000255,NA
"Benton, Thomas Hart",Senator,Democratic Republican,MO,1782,1858,17,Thomas Hart Benton,B000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000398,NA
"Boardman, Elijah",Senator,Democratic Republican,CT,1760,1823,17,Elijah Boardman,B000577,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000577,NA
"Borland, Charles, Jr.",Representative,Republican,NY,1786,1852,17,Charles Borland,B000641,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000641,NA
"Breckinridge, James Douglas",Representative,Republican,KY,NA,1849,17,James Douglas Breckinridge,B000786,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000786,NA
"Brown, Ethan Allen",Senator,Democratic Republican,OH,1776,1852,17,Ethan Allen Brown,B000914,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000914,NA
"Cambreleng, Churchill Caldom",Representative,Republican,NY,1786,1862,17,Churchill Caldom Cambreleng,C000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000061,NA
"Colden, Cadwallader David",Representative,Federalist,NY,1769,1834,17,Cadwallader David Colden,C000604,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000604,NA
"Connor, Henry William",Representative,Republican,NC,1793,1866,17,Henry William Connor,C000700,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000700,NA
"De Wolf, James",Senator,Democratic Republican,RI,1764,1837,17,James De Wolf,D000295,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000295,NA
"Durfee, Job",Representative,Republican,RI,1790,1847,17,Job Durfee,D000568,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000568,NA
"Dwight, Henry Williams",Representative,Federalist,MA,1788,1845,17,Henry Williams Dwight,D000579,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000579,NA
"Findlay, William",Senator,Democratic Republican,PA,1768,1846,17,William Findlay,F000122,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000122,NA
"Gilmer, George Rockingham",Representative,Republican,GA,1790,1859,17,George Rockingham Gilmer,G000216,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000216,NA
"Gist, Joseph",Representative,Republican,SC,1775,1836,17,Joseph Gist,G000227,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000227,NA
"Govan, Andrew Robison",Representative,Republican,SC,1794,1841,17,Andrew Robison Govan,G000346,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000346,NA
"Hamilton, James, Jr.",Representative,Republican,SC,1786,1857,17,James Hamilton,H000110,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000110,NA
"Hawkes, James",Representative,Republican,NY,1776,1865,17,James Hawkes,H000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000366,NA
"Johnson, John Telemachus",Representative,Republican,KY,1788,1856,17,John Telemachus Johnson,J000154,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000154,NA
"Johnston, Josiah Stoddard",Representative,NA,LA,1784,1833,17,Josiah Stoddard Johnston,J000194,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000194,NA
"Long, John",Representative,Republican,NC,1785,1857,17,John Long,L000421,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000421,NA
"Mccarty, Richard",Representative,Republican,NY,1780,1844,17,Richard Mccarty,M000321,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000321,NA
"Mcduffie, George",Representative,Democrat,SC,1790,1851,17,George Mcduffie,M000426,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000426,NA
"Mckim, Isaac",Representative,Republican,MD,1775,1838,17,Isaac Mckim,M000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000516,NA
"Mcneill, Archibald",Representative,Federalist,NC,NA,1849,17,Archibald Mcneill,M000586,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000586,NA
"Mcsherry, James",Representative,Federalist,PA,1776,1849,17,James Mcsherry,M000602,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000602,NA
"Mitchell, Thomas Rothmaler",Representative,Republican,SC,1783,1837,17,Thomas Rothmaler Mitchell,M000829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000829,NA
"Morgan, John Jordan",Representative,Republican,NY,1770,1849,17,John Jordan Morgan,M000953,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000953,NA
"Pierson, Jeremiah Halsey",Representative,Republican,NY,1766,1855,17,Jeremiah Halsey Pierson,P000342,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000342,NA
"Poinsett, Joel Roberts",Representative,Republican,SC,1779,1851,17,Joel Roberts Poinsett,P000404,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000404,NA
"Rochester, William Beatty",Representative,Republican,NY,1789,1838,17,William Beatty Rochester,R000360,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000360,NA
"Ruggles, Charles Herman",Representative,Federalist,NY,1789,1865,17,Charles Herman Ruggles,R000501,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000501,NA
"Saunders, Romulus Mitchell",Representative,Republican,NC,1791,1867,17,Romulus Mitchell Saunders,S000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000078,NA
"Tattnall, Edward Fenwick",Representative,Republican,GA,1788,1832,17,Edward Fenwick Tattnall,T000051,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000051,NA
"Tod, John",Representative,NA,PA,1779,1830,17,John Tod,T000290,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000290,NA
"Van Buren, Martin",Senator,Democratic Republican,NY,1782,1862,17,Martin Van Buren,V000009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000009,NA
"Van Rensselaer, Stephen, Iii",Representative,NA,NY,1764,1839,17,Stephen Van Rensselaer,V000056,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000056,NA
"Van Wyck, William William",Representative,NA,NY,1777,1840,17,William William Van Wyck,V000068,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000068,NA
"Walworth, Reuben Hyde",Representative,NA,NY,1788,1867,17,Reuben Hyde Walworth,W000118,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000118,NA
"Ware, Nicholas",Senator,Democratic Republican,GA,1776,1824,17,Nicholas Ware,W000148,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000148,NA
"Williamson, William Durkee",Representative,NA,ME,1779,1846,17,William Durkee Williamson,W000554,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000554,NA
"Woodson, Samuel Hughes",Representative,NA,KY,1777,1827,17,Samuel Hughes Woodson,W000729,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000729,NA
"Wright, John Crafts",Representative,NA,OH,1783,1861,17,John Crafts Wright,W000764,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000764,NA
"Alexander, Adam Rankin",Representative,Jacksonian Republican,TN,1781,1848,18,Adam Rankin Alexander,A000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000089,NA
"Allison, James, Jr.",Representative,Jackson Republican,PA,1772,1854,18,James Allison,A000157,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000157,NA
"Barbour, John Strode",Representative,Crawford Republican,VA,1790,1855,18,John Strode Barbour,B000128,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000128,NA
"Bouligny, Charles Dominique Joseph",Senator,Adams-Clay Republican,LA,1773,1833,18,Charles Dominique Joseph Bouligny,B000664,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000664,NA
"Branch, John",Senator,Crawford Republican,NC,1782,1863,18,John Branch,B000763,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000763,NA
"Brent, William Leigh",Representative,Adams-Clay Republican,LA,1784,1848,18,William Leigh Brent,B000803,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000803,NA
"Buck, Daniel Azro Ashley",Representative,Adams-Clay Republican,VT,1789,1841,18,Daniel Azro Ashley Buck,B001015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001015,NA
"Buckner, Richard Aylett",Representative,Adams-Clay Republican,KY,1763,1847,18,Richard Aylett Buckner,B001033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001033,NA
"Cady, John Watts",Representative,Adams-Clay Republican,NY,1790,1854,18,John Watts Cady,C000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000015,NA
"Campbell, Robert Blair",Representative,Jackson Republican,SC,NA,1862,18,Robert Blair Campbell,C000098,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000098,NA
"Cary, George",Representative,Crawford Republicans,GA,1789,1843,18,George Cary,C000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000212,NA
"Crowninshield, Benjamin Williams",Representative,Adams-Clay Republican,MA,1772,1851,18,Benjamin Williams Crowninshield,C000946,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000946,NA
"Foote, Charles Augustus",Representative,Crawford Republicans,NY,1785,1828,18,Charles Augustus Foote,F000249,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000249,NA
"Gatlin, Alfred Moore",Representative,Crawford Republican,NC,1790,1841,18,Alfred Moore Gatlin,G000099,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000099,NA
"Gazlay, James William",Representative,Jackson Republican,OH,1784,1874,18,James William Gazlay,G000109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000109,NA
"Gurley, Henry Hosford",Representative,Adams-Clay Republican,LA,1788,1833,18,Henry Hosford Gurley,G000529,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000529,NA
"Hayne, Robert Young",Senator,Jackson Republican,SC,1791,1839,18,Robert Young Hayne,H000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000398,NA
"Henry, Robert Pryor",Representative,Jackson Republican,KY,1788,1826,18,Robert Pryor Henry,H000517,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000517,NA
"Hogeboom, James Lawrence",Representative,Crawford Republican,NY,1766,1839,18,James Lawrence Hogeboom,H000700,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000700,NA
"Johnson, Joseph",Representative,Jackson Republican,VA,1785,1877,18,Joseph Johnson,J000155,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000155,NA
"Letcher, Robert Perkins",Representative,Adams-Clay Republican,KY,1788,1861,18,Robert Perkins Letcher,L000257,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000257,NA
"Longfellow, Stephen",Representative,Adams-Clay Federalist,ME,1775,1849,18,Stephen Longfellow,L000430,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000430,NA
"Mangum, Willie Person",Representative,Jacksonian,NC,1792,1861,18,Willie Person Mangum,M000096,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000096,NA
"Markley, Philip Swenk",Representative,Jackson Republican,PA,1789,1834,18,Philip Swenk Markley,M000135,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000135,NA
"Martindale, Henry Clinton",Representative,Adams-Clay Federalist,NY,1780,1860,18,Henry Clinton Martindale,M000204,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000204,NA
"Mcilvaine, Joseph",Senator,Adams-Clay Republican,NJ,1769,1826,18,Joseph Mcilvaine,M000475,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000475,NA
"Mckean, Samuel",Representative,Jacksonian,PA,1787,1841,18,Samuel Mckean,M000492,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000492,NA
"Mckee, John",Representative,Jackson Republican,AL,1771,1832,18,John Mckee,M000495,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000495,NA
"Mclean, William",Representative,Adams-Clay Republican,OH,1794,1839,18,William Mclean,M000552,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000552,NA
"Mitchell, George Edward",Representative,Adams-Clay Republican,MD,1781,1832,18,George Edward Mitchell,M000810,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000810,NA
"Moore, Thomas Patrick",Representative,Jackson Republican,KY,1797,1853,18,Thomas Patrick Moore,M000921,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000921,NA
"O'brien, Jeremiah",Representative,Adams-Clay Republican,ME,1778,1858,18,Jeremiah O'brien,O000013,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000013,NA
"Owen, George Washington",Representative,Jackson Republican,AL,1796,1837,18,George Washington Owen,O000150,http://bioguide.congress.gov/scripts/biodisplay.pl?index=O000150,NA
"Rives, William Cabell",Representative,Jacksonian,VA,1793,1868,18,William Cabell Rives,R000285,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000285,NA
"Rose, Robert Selden",Representative,Adams-Clay Republican,NY,1774,1835,18,Robert Selden Rose,R000439,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000439,NA
