congbio_member_name,congbio_position,congbio_party,congbio_state,congbio_birth,congbio_death,congbio_congress,join_name,congbio_id,congbio_url,name_id
"Strong, James",Representative,Federalist,NY,1783,1847,16,James Strong,S001010,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001010,SJ0778
"Sloane, John",Representative,Republican,OH,1779,1856,16,John Sloane,S000494,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000494,SJ0866
"Street, Randall S.",Representative,Federalist,NY,1780,1841,16,Randall S. Street,S001002,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001002,SR0169
"Southard, Samuel Lewis",Senator,Democratic Republican,NJ,1787,1842,16,Samuel Lewis Southard,S000689,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000689,SS0165
"Tracy, Albert Haller",Representative,Whig,NY,1793,1859,16,Albert Haller Tracy,T000343,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000343,TA0015
"Tomlinson, Gideon",Representative,NA,CT,1780,1854,16,Gideon Tomlinson,T000300,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000300,TG0001
"Tucker, George",Representative,NA,VA,1775,1861,16,George Tucker,T000397,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000397,TG0092
"Trimble, William Allen",Senator,Democratic Republican,OH,1786,1821,16,William Allen Trimble,T000377,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000377,TW0085
"Van Rensselaer, Solomon Van Vechten",Representative,Federalist,NY,1774,1852,16,Solomon Van Vechten Van Rensselaer,V000055,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000055,VS0350
"Van Swearingen, Thomas",Representative,NA,VA,1784,1822,16,Thomas Van Swearingen,V000059,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000059,VT0301
"Walker, Freeman",Senator,Democratic Republican,GA,1780,1827,16,Freeman Walker,W000052,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000052,WF0029
"Warfield, Henry Ridgely",Representative,NA,MD,1774,1839,16,Henry Ridgely Warfield,W000150,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000150,WH0013
"Walker, John Williams",Senator,Democratic Republican,AL,1783,1823,16,John Williams Walker,W000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000061,WJ0000
"Williams, Jared",Representative,NA,VA,1766,1831,16,Jared Williams,W000510,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000510,WJ1022
"Wood, Silas",Representative,NA,NY,1769,1847,16,Silas Wood,W000703,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000703,WS0120
"Borland, Charles, Jr.",Representative,Republican,NY,1786,1852,17,Charles Borland,B000641,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000641,BC0070
"Barton, David",Senator,Democratic Republican,MO,1783,1837,17,David Barton,B000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000212,BD0064
"Burrows, Daniel",Representative,Republican,CT,1766,1858,17,Daniel Burrows,B001140,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001140,BD0248
"Boardman, Elijah",Senator,Democratic Republican,CT,1760,1823,17,Elijah Boardman,B000577,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000577,BE0019
"Brown, Ethan Allen",Senator,Democratic Republican,OH,1776,1852,17,Ethan Allen Brown,B000914,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000914,BE0254
"Baylies, Francis",Representative,Federalist,MA,1783,1852,17,Francis Baylies,B000255,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000255,BF0013
"Barstow, Gideon",Representative,Republican,MA,1783,1852,17,Gideon Barstow,B000195,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000195,BG0049
"Blair, James",Representative,Republican,SC,1790,1834,17,James Blair,B000526,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000526,BJ0133
"Breckinridge, James Douglas",Representative,Republican,KY,NA,1849,17,James Douglas Breckinridge,B000786,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000786,BJ0216
"Brown, John",Representative,Republican,PA,1772,1845,17,John Brown,B000926,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000926,BJ0274
"Buchanan, James",Representative,Democratic Republican,PA,1791,1868,17,James Buchanan,B001005,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001005,BJ1089
"Bigelow, Lewis",Representative,Federalist,MA,1785,1838,17,Lewis Bigelow,B000455,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000455,BL0037
"Barber, Noyes",Representative,Republican,CT,1781,1844,17,Noyes Barber,B000125,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000125,BN0014
"Benton, Thomas Hart",Senator,Democratic Republican,MO,1782,1858,17,Thomas Hart Benton,B000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000398,BT0356
"Bullock, Wingfield",Representative,Republican,KY,NA,1821,17,Wingfield Bullock,B001054,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001054,BW0099
"Conkling, Alfred",Representative,Republican,NY,1789,1874,17,Alfred Conkling,C000679,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000679,CA0117
"Colden, Cadwallader David",Representative,Federalist,NY,1769,1834,17,Cadwallader David Colden,C000604,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000604,CC0074
"Cambreleng, Churchill Caldom",Representative,Republican,NY,1786,1862,17,Churchill Caldom Cambreleng,C000061,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000061,CC0075
"Chambers, David",Representative,Republican,OH,1780,1864,17,David Chambers,C000281,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000281,CD0147
"Cassedy, George",Representative,Republican,NJ,1783,1842,17,George Cassedy,C000234,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000234,CG0110
"Connor, Henry William",Representative,Republican,NC,1793,1866,17,Henry William Connor,C000700,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000700,CH0119
"Carter, John",Representative,Republican,SC,1792,1850,17,John Carter,C000197,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000197,CJ0030
"Cosden, Jeremiah",Representative,Republican,MD,1768,1824,17,Jeremiah Cosden,C000792,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000792,CJ0268
"Crudup, Josiah",Representative,Republican,NC,1791,1872,17,Josiah Crudup,C000953,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000953,CJ0586
"Campbell, Samuel",Representative,Republican,NY,1773,1853,17,Samuel Campbell,C000099,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000099,CS0136
"Dwight, Henry Williams",Representative,Federalist,MA,1788,1845,17,Henry Williams Dwight,D000579,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000579,DH0008
"De Wolf, James",Senator,Democratic Republican,RI,1764,1837,17,James De Wolf,D000295,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000295,DJ0015
"Duncan, James",Representative,Republican,PA,1756,1844,17,James Duncan,D000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000531,DJ0409
"Durfee, Job",Representative,Republican,RI,1790,1847,17,Job Durfee,D000568,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000568,DJ0538
"Ellis, William Cox",Representative,Republican,PA,1787,1871,17,William Cox Ellis,E000137,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000137,EW0096
"Findlay, John",Representative,Republican,PA,1766,1838,17,John Findlay,F000120,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000120,FJ0394
"Farrelly, Patrick",Representative,Republican,PA,1770,1826,17,Patrick Farrelly,F000032,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000032,FP0028
"Forward, Walter",Representative,Republican,PA,1786,1852,17,Walter Forward,F000291,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000291,FW0009
"Findlay, William",Senator,Democratic Republican,PA,1768,1846,17,William Findlay,F000122,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000122,FW0105
"Govan, Andrew Robison",Representative,Republican,SC,1794,1841,17,Andrew Robison Govan,G000346,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000346,GA0112
"Gilmer, George Rockingham",Representative,Republican,GA,1790,1859,17,George Rockingham Gilmer,G000216,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000216,GG0006
"Gebhard, John",Representative,Federalist,NY,1782,1854,17,John Gebhard,G000114,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000114,GJ0283
"Gist, Joseph",Representative,Republican,SC,1775,1836,17,Joseph Gist,G000227,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000227,GJ0573
"Herrick, Ebenezer",Representative,Republican,ME,1785,1839,17,Ebenezer Herrick,H000538,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000538,HE0005
"Holcombe, George",Representative,Republican,NJ,1786,1828,17,George Holcombe,H000711,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000711,HG0047
"Hawkes, James",Representative,Republican,NY,1776,1865,17,James Hawkes,H000366,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000366,HJ0588
"Hamilton, James, Jr.",Representative,Republican,SC,1786,1857,17,James Hamilton,H000110,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000110,HJ1250
"Harris, Mark",Representative,Republican,ME,1779,1843,17,Mark Harris,H000248,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000248,HM0038
"Harvey, Matthew",Representative,Republican,NH,1781,1866,17,Matthew Harvey,H000309,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000309,HM0125
"Jennings, Jonathan",Representative,Republican,IN,1784,1834,17,Jonathan Jennings,J000097,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000097,JJ0041
"Johnson, John Telemachus",Representative,Republican,KY,1788,1856,17,John Telemachus Johnson,J000154,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000154,JJ0065
"Johnston, Josiah Stoddard",Representative,NA,LA,1784,1833,17,Josiah Stoddard Johnston,J000194,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000194,JJ0073
"Keyes, Elias",Representative,Republican,VT,1758,1844,17,Elias Keyes,K000160,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000160,KE0050
"Kirkland, Joseph",Representative,Federalist,NY,1770,1844,17,Joseph Kirkland,K000235,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000235,KJ0109
"Kelly, William",Senator,Democratic Republican,AL,1786,1834,17,William Kelly,K000079,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000079,KW0093
"Litchfield, Elisha",Representative,Republican,NY,1785,1859,17,Elisha Litchfield,L000346,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000346,LE0066
"Long, John",Representative,Republican,NC,1785,1857,17,John Long,L000421,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000421,LJ0271
"Leftwich, Jabez",Representative,Republican,VA,1765,1855,17,Jabez Leftwich,L000216,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000216,LJ0553
"Matson, Aaron",Representative,Republican,NH,1770,1855,17,Aaron Matson,M000247,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000247,MA0095
"Mcneill, Archibald",Representative,Federalist,NC,NA,1849,17,Archibald Mcneill,M000586,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000586,MA0181
"Moore, Gabriel",Representative,Republican,AL,1785,1845,17,Gabriel Moore,M000898,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000898,MG0000
"Mcduffie, George",Representative,Democrat,SC,1790,1851,17,George Mcduffie,M000426,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000426,MG0132
"Mckim, Isaac",Representative,Republican,MD,1775,1838,17,Isaac Mckim,M000516,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000516,MI0017
"Morgan, John Jordan",Representative,Republican,NY,1770,1849,17,John Jordan Morgan,M000953,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000953,MJ0525
"Matlack, James",Representative,Republican,NJ,1775,1840,17,James Matlack,M000245,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000245,MJ0888
"Mcsherry, James",Representative,Federalist,PA,1776,1849,17,James Mcsherry,M000602,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000602,MJ0972
"Mitchell, James S.",Representative,Republican,PA,1784,1844,17,James S. Mitchell,M000816,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000816,MJ1038
"Mattocks, John",Representative,Republican,VT,1777,1847,17,John Mattocks,M000258,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000258,MJ1397
"Mccarty, Richard",Representative,Republican,NY,1780,1844,17,Richard Mccarty,M000321,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000321,MR0080
"Murray, Thomas, Jr.",Representative,Republican,PA,1770,1823,17,Thomas Murray,M001115,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M001115,MT0172
"Mitchell, Thomas Rothmaler",Representative,Republican,SC,1783,1837,17,Thomas Rothmaler Mitchell,M000829,http://bioguide.congress.gov/scripts/biodisplay.pl?index=M000829,MT0233
"Nelson, John",Representative,Republican,MD,1791,1860,17,John Nelson,N000037,http://bioguide.congress.gov/scripts/biodisplay.pl?index=N000037,NJ0035
"Plumer, George",Representative,Republican,PA,1762,1843,17,George Plumer,P000392,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000392,PG0067
"Phillips, John",Representative,Federalist,PA,NA,NA,17,John Phillips,P000310,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000310,PJ0215
"Pierson, Jeremiah Halsey",Representative,Republican,NY,1766,1855,17,Jeremiah Halsey Pierson,P000342,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000342,PJ0331
"Poinsett, Joel Roberts",Representative,Republican,SC,1779,1851,17,Joel Roberts Poinsett,P000404,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000404,PJ0709
"Patterson, Walter",Representative,Federalist,NY,NA,NA,17,Walter Patterson,P000131,http://bioguide.congress.gov/scripts/biodisplay.pl?index=P000131,PW0172
"Ruggles, Charles Herman",Representative,Federalist,NY,1789,1865,17,Charles Herman Ruggles,R000501,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000501,RC0069
"Rodney, Daniel",Representative,NA,DE,1764,1846,17,Daniel Rodney,R000378,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000378,RD0004
"Russell, Jonathan",Representative,Republican,MA,1771,1832,17,Jonathan Russell,R000531,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000531,RJ0153
"Rochester, William Beatty",Representative,Republican,NY,1789,1838,17,William Beatty Rochester,R000360,http://bioguide.congress.gov/scripts/biodisplay.pl?index=R000360,RW0109
"Sterling, Ansel",Representative,Republican,CT,1782,1853,17,Ansel Sterling,S000868,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000868,SA0013
"Stewart, Andrew",Representative,Republican,PA,1791,1872,17,Andrew Stewart,S000899,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000899,SA0254
"Smith, Arthur",Representative,Republican,VA,1785,1853,17,Arthur Smith,S000515,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000515,SA0289
"Stevenson, Andrew",Representative,Republican,VA,1784,1857,17,Andrew Stevenson,S000891,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000891,SA0291
"Spencer, Elijah",Representative,Republican,NY,1775,1852,17,Elijah Spencer,S000722,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000722,SE0072
"Stoddard, Ebenezer",Representative,Republican,CT,1785,1847,17,Ebenezer Stoddard,S000943,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000943,SE0220
"Seymour, Horatio",Senator,Democratic Republican,VT,1778,1857,17,Horatio Seymour,S000268,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000268,SH0197
"Smith, John Speed",Representative,Republican,KY,1792,1854,17,John Speed Smith,S000575,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000575,SJ0165
"Scott, John",Representative,Republican,MO,1785,1861,17,John Scott,S000176,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000176,SJ0448
"Sterling, Micah",Representative,Federalist,NY,1784,1844,17,Micah Sterling,S000871,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000871,SM0087
"Sharpe, Peter",Representative,Republican,NY,1777,1842,17,Peter Sharpe,S000297,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000297,SP0100
"Saunders, Romulus Mitchell",Representative,Republican,NC,1791,1867,17,Romulus Mitchell Saunders,S000078,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000078,SR0189
"Swan, Samuel",Representative,Republican,NJ,1771,1844,17,Samuel Swan,S001088,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S001088,SS0156
"Smith, William",Representative,Republican,VA,NA,NA,17,William Smith,S000626,http://bioguide.congress.gov/scripts/biodisplay.pl?index=S000626,SW0028
"Tattnall, Edward Fenwick",Representative,Republican,GA,1788,1832,17,Edward Fenwick Tattnall,T000051,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000051,TE0021
"Tod, John",Representative,NA,PA,1779,1830,17,John Tod,T000290,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000290,TJ0457
"Tuthill, Selah",Representative,NA,NY,1771,1821,17,Selah Tuthill,T000438,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000438,TS0079
"Thompson, Wiley",Representative,Republican,GA,1781,1835,17,Wiley Thompson,T000222,http://bioguide.congress.gov/scripts/biodisplay.pl?index=T000222,TW0008
"Vance, Joseph",Representative,Anti-Jacksonian,OH,1786,1852,17,Joseph Vance,V000017,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000017,VJ0083
"Van Buren, Martin",Senator,Democratic Republican,NY,1782,1862,17,Martin Van Buren,V000009,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000009,VM0102
"Van Rensselaer, Stephen, Iii",Representative,NA,NY,1764,1839,17,Stephen Van Rensselaer,V000056,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000056,VS0351
"Van Wyck, William William",Representative,NA,NY,1777,1840,17,William William Van Wyck,V000068,http://bioguide.congress.gov/scripts/biodisplay.pl?index=V000068,VW0300
"Woodcock, David",Representative,NA,NY,1785,1835,17,David Woodcock,W000712,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000712,WD0058
"Wilson, John",Representative,NA,SC,1773,1828,17,John Wilson,W000597,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000597,WJ0096
"Wright, John Crafts",Representative,NA,OH,1783,1861,17,John Crafts Wright,W000764,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000764,WJ0569
"Worman, Ludwig",Representative,Federalist,PA,1761,1822,17,Ludwig Worman,W000745,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000745,WL0064
"Ware, Nicholas",Senator,Democratic Republican,GA,1776,1824,17,Nicholas Ware,W000148,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000148,WN0013
"White, Phineas",Representative,NA,VT,1770,1847,17,Phineas White,W000389,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000389,WP0117
"Walworth, Reuben Hyde",Representative,NA,NY,1788,1867,17,Reuben Hyde Walworth,W000118,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000118,WR0100
"Woodson, Samuel Hughes",Representative,NA,KY,1777,1827,17,Samuel Hughes Woodson,W000729,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000729,WS0054
"Whipple, Thomas, Jr.",Representative,NA,NH,1787,1835,17,Thomas Whipple,W000345,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000345,WT0107
"Williamson, William Durkee",Representative,NA,ME,1779,1846,17,William Durkee Williamson,W000554,http://bioguide.congress.gov/scripts/biodisplay.pl?index=W000554,WW0135
"Alexander, Adam Rankin",Representative,Jacksonian Republican,TN,1781,1848,18,Adam Rankin Alexander,A000089,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000089,AA0091
"Allison, James, Jr.",Representative,Jackson Republican,PA,1772,1854,18,James Allison,A000157,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000157,AJ0332
"Adams, Parmenio",Representative,Adams-Clay Republican,NY,1776,1832,18,Parmenio Adams,A000042,http://bioguide.congress.gov/scripts/biodisplay.pl?index=A000042,AP0018
"Bouligny, Charles Dominique Joseph",Senator,Adams-Clay Republican,LA,1773,1833,18,Charles Dominique Joseph Bouligny,B000664,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000664,BD0030
"Buck, Daniel Azro Ashley",Representative,Adams-Clay Republican,VT,1789,1841,18,Daniel Azro Ashley Buck,B001015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001015,BD0173
"Bartlett, Ichabod",Representative,Adams-Clay Republican,NH,1786,1853,18,Ichabod Bartlett,B000205,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000205,BI0021
"Bailey, John",Representative,Adams-Clay Republican,MA,1786,1835,18,John Bailey,B000041,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000041,BJ0321
"Branch, John",Senator,Crawford Republican,NC,1782,1863,18,John Branch,B000763,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000763,BJ0817
"Blair, John",Representative,Jacksonian Republican,TN,1790,1863,18,John Blair,B000528,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000528,BJ1418
"Barbour, John Strode",Representative,Crawford Republican,VA,1790,1855,18,John Strode Barbour,B000128,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000128,BJ1516
"Bartley, Mordecai",Representative,Adams-Clay Republican,OH,1783,1870,18,Mordecai Bartley,B000210,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000210,BM0087
"Buckner, Richard Aylett",Representative,Adams-Clay Republican,KY,1763,1847,18,Richard Aylett Buckner,B001033,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001033,BR0028
"Bell, Samuel",Senator,Adams-Clay Republican,NH,1770,1850,18,Samuel Bell,B000345,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000345,BS0136
"Breck, Samuel",Representative,Adams-Clay Federalist,PA,1771,1862,18,Samuel Breck,B000783,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000783,BS0262
"Brent, William Leigh",Representative,Adams-Clay Republican,LA,1784,1848,18,William Leigh Brent,B000803,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B000803,BW0111
"Burleigh, William",Representative,Adams-Clay Republican,ME,1785,1827,18,William Burleigh,B001109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=B001109,BW0280
"Crowninshield, Benjamin Williams",Representative,Adams-Clay Republican,MA,1772,1851,18,Benjamin Williams Crowninshield,C000946,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000946,CB0039
"Collins, Ela",Representative,Crawford Republicans,NY,1786,1848,18,Ela Collins,C000635,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000635,CE0108
"Cary, George",Representative,Crawford Republicans,GA,1789,1843,18,George Cary,C000212,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000212,CG0025
"Craig, Hector",Representative,Jackson Republican,NY,1775,1842,18,Hector Craig,C000856,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000856,CH0107
"Call, Jacob",Representative,Jackson Republican,IN,NA,1826,18,Jacob Call,C000049,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000049,CJ0160
"Cady, John Watts",Representative,Adams-Clay Republican,NY,1790,1854,18,John Watts Cady,C000015,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000015,CJ0528
"Clark, Lot",Representative,Crawford Republican,NY,1788,1862,18,Lot Clark,C000447,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000447,CL0046
"Campbell, Robert Blair",Representative,Jackson Republican,SC,NA,1862,18,Robert Blair Campbell,C000098,http://bioguide.congress.gov/scripts/biodisplay.pl?index=C000098,CR0162
"Dwinell, Justin",Representative,Crawford Republicans,NY,1785,1850,18,Justin Dwinell,D000584,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000584,DJ0345
"Day, Rowland",Representative,Crawford Republicans,NY,1779,1853,18,Rowland Day,D000159,http://bioguide.congress.gov/scripts/biodisplay.pl?index=D000159,DR0036
"Eaton, Lewis",Representative,Crawford Republican,NY,1789,1857,18,Lewis Eaton,E000025,http://bioguide.congress.gov/scripts/biodisplay.pl?index=E000025,EL0013
"Foote, Charles Augustus",Representative,Crawford Republicans,NY,1785,1828,18,Charles Augustus Foote,F000249,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000249,FC0018
"Frost, Joel",Representative,Crawford Republican,NY,1765,1827,18,Joel Frost,F000391,http://bioguide.congress.gov/scripts/biodisplay.pl?index=F000391,FH0195
"Gatlin, Alfred Moore",Representative,Crawford Republican,NC,1790,1841,18,Alfred Moore Gatlin,G000099,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000099,GA0047
"Garrison, Daniel",Representative,Jackson Republican,NJ,1782,1851,18,Daniel Garrison,G000083,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000083,GD0024
"Gurley, Henry Hosford",Representative,Adams-Clay Republican,LA,1788,1833,18,Henry Hosford Gurley,G000529,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000529,GH0013
"Gazlay, James William",Representative,Jackson Republican,OH,1784,1874,18,James William Gazlay,G000109,http://bioguide.congress.gov/scripts/biodisplay.pl?index=G000109,GJ0367
"Hogeboom, James Lawrence",Representative,Crawford Republican,NY,1766,1839,18,James Lawrence Hogeboom,H000700,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000700,HJ0519
"Hayden, Moses",Representative,Adams-Clay Republican,NY,1786,1830,18,Moses Hayden,H000387,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000387,HM0053
"Henry, Robert Pryor",Representative,Jackson Republican,KY,1788,1826,18,Robert Pryor Henry,H000517,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000517,HR0031
"Harris, Robert",Representative,Jackson Republican,PA,1768,1851,18,Robert Harris,H000250,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000250,HR0184
"Hayne, Robert Young",Senator,Jackson Republican,SC,1791,1839,18,Robert Young Hayne,H000398,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000398,HR0236
"Houston, Samuel",Representative,Democrat,TN,1793,1863,18,Samuel Houston,H000827,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000827,HS0248
"Hayward, William, Jr.",Representative,Crawford Republican,MD,1787,1836,18,William Hayward,H000410,http://bioguide.congress.gov/scripts/biodisplay.pl?index=H000410,HW0107
"Isacks, Jacob C.",Representative,Jackson Republican,TN,NA,NA,18,Jacob C. Isacks,I000045,http://bioguide.congress.gov/scripts/biodisplay.pl?index=I000045,IJ0112
"Johnson, Joseph",Representative,Jackson Republican,VA,1785,1877,18,Joseph Johnson,J000155,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000155,JJ0338
"Jenkins, Lemuel",Representative,Crawford Republicans,NY,1789,1862,18,Lemuel Jenkins,J000085,http://bioguide.congress.gov/scripts/biodisplay.pl?index=J000085,JL0010
"Kidder, David",Representative,Adams-Clay Republican,ME,1787,1860,18,David Kidder,K000163,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000163,KD0004
"Kremer, George",Representative,Jackson Republican,PA,1775,1854,18,George Kremer,K000329,http://bioguide.congress.gov/scripts/biodisplay.pl?index=K000329,KG0025
"Lee, John",Representative,Jackson Federalist,MD,1788,1871,18,John Lee,L000196,http://bioguide.congress.gov/scripts/biodisplay.pl?index=L000196,LJ0093
