town,state,city_state,lat,lon,administrative_area_level_3,administrative_area_level_2,administrative_area_level_1,checked
West Stockbridge,Massachusetts,"West Stockbridge, Massachusetts",42.3338097,-73.3677582,NA,Berkshire County,Massachusetts,TRUE
Westboro,Massachusetts,"Westboro, Massachusetts",42.2695216,-71.61612939999999,Westborough,Worcester County,Massachusetts,TRUE
Westborough,Massachusetts,"Westborough, Massachusetts",42.2695216,-71.61612939999999,Westborough,Worcester County,Massachusetts,TRUE
Western,Massachusetts,"Western, Massachusetts",42.1250929,-72.749538,NA,Hampden County,Massachusetts,TRUE
Westford,Massachusetts,"Westford, Massachusetts",42.5792583,-71.4378411,NA,Middlesex County,Massachusetts,TRUE
Westhampton,Massachusetts,"Westhampton, Massachusetts",42.3028667,-72.7745382,NA,Hampshire County,Massachusetts,TRUE
Westminster,Massachusetts,"Westminster, Massachusetts",42.5459227,-71.91063079999999,NA,Worcester County,Massachusetts,TRUE
Weston,Massachusetts,"Weston, Massachusetts",42.3667625,-71.3031132,NA,Middlesex County,Massachusetts,TRUE
Westport,Massachusetts,"Westport, Massachusetts",41.5700183,-71.0735476,NA,Bristol County,Massachusetts,TRUE
Whately,Massachusetts,"Whately, Massachusetts",42.4398101,-72.6348118,NA,Franklin County,Massachusetts,TRUE
Wilbraham,Massachusetts,"Wilbraham, Massachusetts",42.1237206,-72.431586,Wilbraham,Hampden County,Massachusetts,TRUE
Williamsburg,Massachusetts,"Williamsburg, Massachusetts",42.3928305,-72.7300929,NA,Hampshire County,Massachusetts,TRUE
Williamsburgh,Massachusetts,"Williamsburgh, Massachusetts",42.3928305,-72.7300929,NA,Hampshire County,Massachusetts,TRUE
Williamstown,Massachusetts,"Williamstown, Massachusetts",42.7120196,-73.20368979999999,Williamstown,Berkshire County,Massachusetts,TRUE
Wilmington,Massachusetts,"Wilmington, Massachusetts",42.5481714,-71.1724467,NA,Middlesex County,Massachusetts,TRUE
Windsor,Massachusetts,"Windsor, Massachusetts",42.5090217,-73.0457124,NA,Berkshire County,Massachusetts,TRUE
Wiscasset,Massachusetts,"Wiscasset, Massachusetts",42.698024,-71.22724699999999,NA,Essex County,Massachusetts,NA
Worthington,Massachusetts,"Worthington, Massachusetts",42.3973092,-72.9356536,NA,Hampshire County,Massachusetts,TRUE
Wrentham,Massachusetts,"Wrentham, Massachusetts",42.0667652,-71.3281114,NA,Norfolk County,Massachusetts,TRUE
Yarmouth,Massachusetts,"Yarmouth, Massachusetts",41.7056291,-70.2286681,NA,Barnstable County,Massachusetts,TRUE
